,Majority protein IDs,Gene_name_canonical,cluster_annotation,Graph-based_localization_annotation,consensus_graph_annnotation
3888,Q6FH36;O43447;C9JQD4;Q6FH57;A0A7I2YQS4;H0YEL5,PPIH,nucleus,nucleus,nucleus
3889,O43463,SUV39H1,nucleus,nucleus,nucleus
3890,V9HWA2;O43488;H3BLU7,AKR7A2,mitochondrion,mitochondrion,mitochondrion
3891,O43491,EPB41L2,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
3892,O43504,LAMTOR5,lysosome,lysosome,lysosome
3893,O43513;Q6IAZ5;E5RIE8,MED7,nucleus,unclassified,nucleus
3894,O43524,FOXO3,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
3895,Q53XC8;O43542;G3V3H9;G3V399,XRCC3,cytosol,unclassified,cytosol
3896,O43567;C9IY58;C9JCY0;C9J7B4,RNF13,lysosome,lysosome,lysosome
3897,O43581;A0A024R520,SYT7,plasma_membrane,plasma_membrane,plasma_membrane
3898,O43592;A8KA19;A0A024RB67,XPOT,cytosol,cytosol,cytosol
3899,O43609;D6RHD2,SPRY1,trans-Golgi,trans-Golgi,trans-Golgi
3900,Q53G69;O43615;M0QXU7,TIMM44,mitochondrion,mitochondrion,mitochondrion
3901,O43617;A6NKE1,TRAPPC3,trans-Golgi,trans-Golgi,trans-Golgi
3902,O43660,PLRG1,nucleus,nucleus,nucleus
3903,O43665,RGS10,cytosol,cytosol,cytosol
3904,Q6IAZ9;O43677;Q4W5J3;A0A6Q8PHK7,NDUFC1,mitochondrion,mitochondrion,mitochondrion
3905,O43678,NDUFA2,mitochondrion,mitochondrion,mitochondrion
3906,O43681,GET3,ER,ER,ER
3907,O43683;A8K5A6;A0JLU2;B4DYG2;A0A590UK50,BUB1,unclassified,unclassified,unclassified
3908,O43709;Q75ME3,BUD23,unclassified,unclassified,unclassified
3909,O43715,TRIAP1,mitochondrion,mitochondrion,mitochondrion
3910,O43719;B4DRS4,HTATSF1,nucleus,nucleus,nucleus
3911,O43734,TRAF3IP2,cytosol,cytosol,cytosol
3912,X5D2S2;O43741;X5D2Z8,PRKAB2,cytosol,cytosol,cytosol
3913,O43752,STX6,trans-Golgi,trans-Golgi,trans-Golgi
3914,O43761;Q96L30,SYNGR3,unclassified,unclassified,unclassified
3915,O43772;B4DWZ5,SLC25A20,mitochondrion,mitochondrion,mitochondrion
3916,O43776;B4DN60,NARS1,cytosol,cytosol,cytosol
3917,O43808;B4DU97;F8WE74;F6RTR7;B4DP73,SLC25A17,peroxisome,peroxisome,peroxisome
3918,O43815;Q3B874,STRN,ER,ER,ER
3919,O43818,RRP9,nucleolus,nucleolus,nucleolus
3920,O43819,SCO2,mitochondrion,mitochondrion,mitochondrion
3921,O43822;D3DSL5;Q59F82,CFAP410,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
3922,O43824,GTPBP6,mitochondrion,mitochondrion,mitochondrion
3923,O43847;B4DRI0;G3V1R5;Q6UUU9;Q96L67;F5H7V1,NRDC,cytosol,cytosol,cytosol
3924,O43852;Q6IAW5;B3KQF5,CALU,ERGIC,ER,ER
3925,O43861,ATP9B,trans-Golgi,trans-Golgi,trans-Golgi
3926,O43896,KIF1C,stress_granule,stress_granule,stress_granule
3927,Q6IBA0;O43920,NDUFS5,mitochondrion,mitochondrion,mitochondrion
3928,Q6IB24;O43924;B8ZZK5;C9IZ52,PDE6D,cytosol,cytosol,cytosol
3929,O43929;A8K7H4;Q96B14;B7Z2M4;Q53TH5,ORC4,unclassified,nucleus,nucleus
3930,O43933;B4DER6,PEX1,peroxisome,peroxisome,peroxisome
3931,O60220,TIMM8A,mitochondrion,mitochondrion,mitochondrion
3932,Q5SQH4;O60231;A0A1U9X7L7;A0A1U9X7L6;B4DZ28;A0A140T947,DHX16,unclassified,unclassified,unclassified
3933,O60232;H0YEB6;G3V1B8,ZNRD2,unclassified,unclassified,unclassified
3934,O60237;A0A024R998;A0A024R9B2,PPP1R12B,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
3935,O60245,PCDH7,plasma_membrane,plasma_membrane,plasma_membrane
3936,O60262;K7ESC6,GNG7,plasma_membrane,plasma_membrane,plasma_membrane
3937,O60264,SMARCA5,nucleus,nucleus,nucleus
3938,O60268;H3BMU3;H3BNA7,KIAA0513,cytosol,cytosol,cytosol
3939,O60271,SPAG9,early_endosome,cytosol,cytosol
3940,O60287,URB1,nucleolus,nucleolus,nucleolus
3941,O60291;K7EPJ5;B4DR12;K7EIM7,MGRN1,plasma_membrane,plasma_membrane,plasma_membrane
3942,O60293,ZFC3H1,nucleus,nucleus,nucleus
3943,O60307,MAST3,cytosol,cytosol,cytosol
3944,O60318;B7Z8Z8,MCM3AP,nucleus,nucleus,nucleus
3945,O60337;B3KM28;D6RHY7,MARCHF6,ER,ER,ER
3946,O60341;R4GMQ1;A8K2R3,KDM1A,nucleus,nucleus,nucleus
3947,O60343;A0A024R637;A0A3B3IRT3,TBC1D4,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
3948,O60346,PHLPP1,cytosol,cytosol,cytosol
3949,O60427,FADS1,ER,ER,ER
3950,O60447,EVI5,unclassified,cytosol,cytosol
3951,X5D7M1;O60462;B7ZL68;Q7Z3T9;A8K4G9,NRP2,plasma_membrane,plasma_membrane,plasma_membrane
3952,O60476;H0Y7H1,MAN1A2,Golgi,Golgi,Golgi
3953,O60488;Q8TAF6;B4DH39,ACSL4,early_endosome,unclassified,early_endosome
3954,O60493,SNX3,early_endosome,early_endosome,early_endosome
3955,Q5U8S2;O60499;X6R2W0;K7EIY4;K7ELY2;K7EPP9,STX10,trans-Golgi,trans-Golgi,trans-Golgi
3956,O60502,OGA,unclassified,cytosol,cytosol
3957,O60503,ADCY9,plasma_membrane,plasma_membrane,plasma_membrane
3958,O60504;H0YB51,SORBS3,cytosol,cytosol,cytosol
3959,O60506;B2R8Z8;A0A7I2V309;A0A7I2V2F2,SYNCRIP,nucleus,stress_granule,stress_granule
3960,O60508;Q53H60;Q59H56;Q5SRN1,CDC40,nucleus,nucleus,nucleus
3961,O60518;B4DTX6,RANBP6,mitochondrion,mitochondrion,mitochondrion
3962,O60524;G3V5V3,NEMF,translation,translation,translation
3963,O60566,BUB1B,unclassified,unclassified,unclassified
3964,O60568;B3KQQ3,PLOD3,ER,ER,ER
3965,O60573;Q53RG0;B8ZZL3,EIF4E2,stress_granule,stress_granule,stress_granule
3966,O60583;B4DH21,CCNT2,nucleus,nucleus,nucleus
3967,O60637;H0YKJ9,TSPAN3,lysosome,lysosome,lysosome
3968,O60658;A0A024RC53,PDE8A,plasma_membrane,plasma_membrane,plasma_membrane
3969,O60662;B2RE63;Q3ZTS6,KLHL41,cytosol,unclassified,cytosol
3970,O60664;A0A140VJN8,PLIN3,cytosol,cytosol,cytosol
3971,O60673,REV3L,nucleus,nucleus,nucleus
3972,O60678;B4DWB1;B4DP44,PRMT3,unclassified,unclassified,unclassified
3973,O60684;B4DII5,KPNA6,unclassified,cytosol,cytosol
3974,O60701,UGDH,cytosol,cytosol,cytosol
3975,Q6FG85;O60739,GC20,stress_granule,stress_granule,stress_granule
3976,O60749;Q53GG3;B3KN57;B3KML1,SNX2,early_endosome,early_endosome,early_endosome
3977,O60763,USO1,Golgi,Golgi,Golgi
3978,O60783,MRPS14,mitochondrion,mitochondrion,mitochondrion
3979,O60784,TOM1,lysosome,lysosome,lysosome
3980,O60825;B0FLL2;Q68DE0,PFKFB2,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
3981,O60830;V9GYS0,TIMM17B,mitochondrion,mitochondrion,mitochondrion
3982,O60832;C9IYT0;U5UA77,DKC1,nucleolus,nucleolus,nucleolus
3983,O60869,EDF1,stress_granule,stress_granule,stress_granule
3984,O60870;B7Z421,KIN,translation,translation,translation
3985,O60885;A0A024R7H8;Q6PIS5;Q6NXE4;Q05BM2;Q5BJ26;M0QZD9,BRD4,nucleus,nucleus,nucleus
3986,O60888,CUTA,unclassified,unclassified,unclassified
3987,O60925;E5RGS4,PFDN1,translation,cytosol,cytosol
3988,O60934;A8K1D3;A6H8Y5;A0A0C4DG07,NBN,ER,nucleus,nucleus
3989,O75044;Q5VZB5,SRGAP2,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
3990,O75052;E9PSG0,NOS1AP,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
3991,O75054,IGSF3,plasma_membrane,plasma_membrane,plasma_membrane
3992,O75061;S4R305,DNAJC6,unclassified,unclassified,unclassified
3993,O75064,DENND4B,unclassified,unclassified,unclassified
3994,O75078,ADAM11,plasma_membrane,plasma_membrane,plasma_membrane
3995,O75110;B4DR18;Q2NLD0;A0A0A0MR22,ATP9A,recycling_endosome,recycling_endosome,recycling_endosome
3996,O75113,N4BP1,cytosol,cytosol,cytosol
3997,O75121,MFAP3L,plasma_membrane,plasma_membrane,plasma_membrane
3998,O75128;H7C1N2,COBL,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
3999,O75132,ZBED4,nucleus,nucleus,nucleus
4000,O75145,PPFIA3,unclassified,cytosol,cytosol
4001,O75146;A0A024RBR4,HIP1R,plasma_membrane,plasma_membrane,plasma_membrane
4002,O75151,PHF2,nucleus,nucleus,nucleus
4003,O75152;B4DLG2;E9PQ61;E9PBY7;Q0D2N5,ZC3H11A,nucleus,nucleus,nucleus
4004,O75153,CLUH,cytosol,stress_granule,stress_granule
4005,O75155,CAND2,cytosol,cytosol,cytosol
4006,O75157,TSC22D2,cytosol,cytosol,cytosol
4007,O75161,NPHP4,nucleus,nucleus,nucleus
4008,O75164;B4DT38,KDM4A,unclassified,unclassified,unclassified
4009,O75165,DNAJC13,trans-Golgi,trans-Golgi,trans-Golgi
4010,O75170,PPP6R2,cytosol,cytosol,cytosol
4011,O75177;B4DSR7,SS18L1,nucleus,nucleus,nucleus
4012,O75179;H0YM23;B4DTP3,ANKRD17,stress_granule,stress_granule,stress_granule
4013,O75182;M0QYC5;B7Z392,SIN3B,unclassified,nucleus,nucleus
4014,O75190;B4DVN1;E9PH18;B4DMJ9,DNAJB6,unclassified,unclassified,unclassified
4015,O75191;A0A3B3IRM4;B3KM56,XYLB,cytosol,cytosol,cytosol
4016,Q7LD69;O75251;F5H5N1;B7Z1U1;A8K0V6;Q8NAS7;F5GXJ1;Q9H3K5;A0A087WXF6;A0A087WTI3;B7Z4P1;Q6ZQU6,NDUFS7,mitochondrion,mitochondrion,mitochondrion
4017,O75306;A0A7I2YQG7;A0A7I2V596;B7Z792;A0A7I2V4G5;A0A7I2V4X8;A0A7I2YQD8,NDUFS2,mitochondrion,mitochondrion,mitochondrion
4018,O75312;B4DVT8;H7C0E5;H7BZM7,ZPR1,cytosol,cytosol,cytosol
4019,O75317,USP12,plasma_membrane,plasma_membrane,plasma_membrane
4020,O75319,DUSP11,nucleus,nucleus,nucleus
4021,O75323,NIPSNAP2,mitochondrion,mitochondrion,mitochondrion
4022,O75324,SNN,early_endosome,early_endosome,early_endosome
4023,O75330;B4DZK6;Q6PG44;Q6NSC0;Q05DM0,HMMR,unclassified,unclassified,unclassified
4024,Q53FC3;O75340;A0A024QZ42,PDCD6,cytosol,cytosol,cytosol
4025,O75367;Q59FH0;B4DJC3,MACROH2A1,nucleus,nucleus,nucleus
4026,V9HW48;O75368;D3DTE6;B0AZV6,SH3BGRL,actin_cytoskeleton,cytosol,cytosol
4027,O75369;A0A024R321;E7EN95;Q68CT4,FLNB,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
4028,Q6IAZ3;O75379,VAMP4,trans-Golgi,trans-Golgi,trans-Golgi
4029,O75380;Q6IBC4;D6RBT3,NDUFS6,mitochondrion,mitochondrion,mitochondrion
4030,O75381;B7Z4Z4,PEX14,peroxisome,peroxisome,peroxisome
4031,O75382;B7Z5Y8;D3DQT3;Q6ZTE7;D3DQT4,TRIM3,nucleus,nucleus,nucleus
4032,O75385,ULK1,cytosol,cytosol,cytosol
4033,O75386;F5H7B9;B7Z1E7,TULP3,unclassified,unclassified,unclassified
4034,O75391;I3L0X5,SPAG7,cytosol,cytosol,cytosol
4035,O75394,MRPL33,mitochondrion,mitochondrion,mitochondrion
4036,O75396,SEC22B,ERGIC,ERGIC,ERGIC
4037,O75398;Q59EI0;H0YCH1,DEAF1,nucleus,nucleus,nucleus
4038,O75400,PRPF40A,nucleus,nucleus,nucleus
4039,O75410;E7ET87;Q5HYH0;B4DH49;E7EVI4;B4DHF7;H0YAY0;R4GMT7;H0YBT8;E5RFM9,TACC1,ERGIC,Golgi,Golgi
4040,O75419;A0A5F9ZH29;A0A5K1VW85;A0A5F9ZI22;B4E092,CDC45,cytosol,cytosol,cytosol
4041,O75420;A2VDH9;A4D2E1,GIGYF1,lysosome,unclassified,lysosome
4042,O75427,LRCH4,ER,ER,ER
4043,O75431;B3KM74;C9JAZ1,MTX2,mitochondrion,mitochondrion,mitochondrion
4044,O75436;B4DLT1;S4R3Q6,VPS26A,early_endosome,early_endosome,early_endosome
4045,O75446,SAP30,nucleolus,nucleus,nucleus
4046,O75449;A8K7S5;B7ZBC8,KATNA1,unclassified,unclassified,unclassified
4047,O75460;A0A7P0TAB0,ERN1,ER,ER,ER
4048,O75475;Q05CM9,PSIP1,nucleus,nucleus,nucleus
4049,O75477;B2RDK6;B4DPN7;B0QZ43,ERLIN1,ER,ER,ER
4050,O75487,GPC4,plasma_membrane,plasma_membrane,plasma_membrane
4051,O75489;Q53FM7;Q9UF24,NDUFS3,mitochondrion,mitochondrion,mitochondrion
4052,O75506,HSBP1,cytosol,cytosol,cytosol
4053,O75525;E5RJZ9;E5RG12;H0YAQ3,KHDRBS3,nucleus,nucleus,nucleus
4054,O75528;A0A024R2D7;A8K899,TADA3,nucleus,nucleus,nucleus
4055,O75529,TAF5L,unclassified,nucleus,nucleus
4056,O75533;Q7Z497;A0JLT9;Q32Q20,SF3B1,nucleus,nucleus,nucleus
4057,O75569;A0A7I2YQ87;A0A7I2V5H3;G5E9Q4;A0A7I2V5C2;A0A7I2V3L6;A0A7I2V3J2,PRKRA,stress_granule,stress_granule,stress_granule
4058,O75582,RPS6KA5,cytosol,cytosol,cytosol
4059,O75600;A8K228,GCAT,mitochondrion,mitochondrion,mitochondrion
4060,O75607,NPM3,nucleus,nucleus,nucleus
4061,Q6IAQ1;O75608;B4DJV9;E5RGR0;A0A087X1K9;B4DP64,LYPLA1,mitochondrion,mitochondrion,mitochondrion
4062,O75616;J3QSB2;J3QRV9,ERAL1,mitochondrion,mitochondrion,mitochondrion
4063,O75629;B3KQR3;A0A3B3IRL2,CREG1,lysosome,lysosome,lysosome
4064,O75643;A4FU77;A0A494C1A5,SNRNP200,nucleus,nucleus,nucleus
4065,O75648;A0A2R8Y4R7;A0A2R8Y6L6;B4DHM1,TRMU,mitochondrion,mitochondrion,mitochondrion
4066,O75663,TIPRL,cytosol,cytosol,cytosol
4067,O75683;B3KNS8,SURF6,nucleolus,nucleolus,nucleolus
4068,O75691,UTP20,nucleolus,nucleolus,nucleolus
4069,O75717;A8KAE0;B3KMD2;B3KMC2,WDHD1,nucleus,cytosol,cytosol
4070,O75746;B3KMV8,SLC25A12,mitochondrion,mitochondrion,mitochondrion
4071,O75771;K7EN92,RAD51D,cytosol,cytosol,cytosol
4072,Q6UQL6;O75792;Q6IBG3,RNASEH2A,unclassified,unclassified,unclassified
4073,O75794;X6RA30;X6RF82,CDC123,unclassified,unclassified,unclassified
4074,O75808;A0A1B0GVE3,CAPN15,cytosol,cytosol,cytosol
4075,O75818;A0A087X1N3;X6RLL4,RPP40,translation,translation,translation
4076,O75821;A8K5K5;K7EL20;K7ENA8,EIF3G,stress_granule,stress_granule,stress_granule
4077,V9HW40;O75828;Q53F60,HEL-S-25,cytosol,cytosol,cytosol
4078,O75832;B1AJY7;B1AJY5,PSMD10,cytosol,cytosol,cytosol
4079,O75843;Q86V28;B4E3E1,AP1G2,early_endosome,early_endosome,early_endosome
4080,O75844;B3KNM6,ZMPSTE24,ER,ER,ER
4081,O75864,PPP1R37,unclassified,cytosol,cytosol
4082,O75879;D6REA0;D6RDU9,GATB,mitochondrion,mitochondrion,mitochondrion
4083,O75880;J3QL56,SCO1,mitochondrion,mitochondrion,mitochondrion
4084,O75882;B4DZ36,ATRN,early_endosome,early_endosome,early_endosome
4085,O75884,RBBP9,cytosol,cytosol,cytosol
4086,O75886,STAM2,early_endosome,early_endosome,early_endosome
4087,Q53HP5;Q59G10;O75891;Q53H87;A0A0S2Z527,ALDH1L1,mitochondrion,mitochondrion,mitochondrion
4088,O75911;Q53HI7,DHRS3,ER,ER,ER
4089,O75925;A4ZVS8;A4ZVS7;Q1XBU8,PIAS1,nucleolus,nucleolus,nucleolus
4090,O75928;Q2TA77;A0A024RC49,PIAS2,unclassified,unclassified,unclassified
4091,O75935;X6RCK5;X6RLR1;X6RA56;A0A0A0MRV8;Q8NB28,DCTN3,unclassified,cytosol,cytosol
4092,O75937,DNAJC8,unclassified,unclassified,unclassified
4093,O75940,SMNDC1,nucleolus,nucleus,nucleus
4094,O75947,ATP5PD,mitochondrion,mitochondrion,mitochondrion
4095,O75955;Q5ST80;Q6IB58;Q53HQ0;A0A140T9R1;A2VCL5;A0A140T9W4,FLOT1,lysosome,lysosome,lysosome
4096,O75962;A0A2X0SFJ0;D3DTD2;E7EWP2;E7EPJ7;F5H228;B4E3M5,TRIO,mitochondrion,mitochondrion,mitochondrion
4097,O75964;E9PN17;A0A3B3ITX4,ATP5MG,mitochondrion,mitochondrion,mitochondrion
4098,O75970;F5H1U9,MPDZ,plasma_membrane,actin_cytoskeleton,actin_cytoskeleton
4099,O75976;B7Z843,CPD,trans-Golgi,trans-Golgi,trans-Golgi
4100,O76021;Q32Q62;J3QSV6;A0PJ61;A0PJ87;I3L3U9,RSL1D1,nucleolus,nucleolus,nucleolus
4101,O76064,RNF8,unclassified,unclassified,unclassified
4102,Q6FHG5;O76070;A9XXE1,SNCG,cytosol,cytosol,cytosol
4103,O76071;B2RDJ6;B4DRZ6,CIAO1,cytosol,cytosol,cytosol
4104,V9HWK0;O76094;Q86X80;Q0D2M6,SRP72,unclassified,unclassified,unclassified
4105,O76095;A0A3B3ITX8,JTB,unclassified,unclassified,unclassified
4106,O94761;X2JEV0;A0A087X072,RECQL4,nucleolus,nucleus,nucleus
4107,O94763;Q6NX55;Q96C15,URI1,unclassified,unclassified,unclassified
4108,Q5U676;O94766;G3V150;B4DNL8,B3GAT3,Golgi,Golgi,Golgi
4109,O94782;B2R636,USP1,nucleus,nucleus,nucleus
4110,O94788;H0YMG7;B4DH89,ALDH1A2,cytosol,cytosol,cytosol
4111,O94804,STK10,plasma_membrane,plasma_membrane,plasma_membrane
4112,O94806;A0A1S5UZ27;B3KNJ2,PRKD3,early_endosome,early_endosome,early_endosome
4113,Q4L233;O94811,TPPP,unclassified,nucleus,nucleus
4114,O94813;X6R3P0,SLIT2,plasma_membrane,plasma_membrane,plasma_membrane
4115,O94819,KBTBD11,unclassified,unclassified,unclassified
4116,O94822,LTN1,cytosol,cytosol,cytosol
4117,O94826;B4DZ87,TOMM70,mitochondrion,mitochondrion,mitochondrion
4118,O94830;B3KPM6,DDHD2,early_endosome,early_endosome,early_endosome
4119,O94832;K7EIG7;Q7Z3N6;J3QRN6,MYO1D,plasma_membrane,plasma_membrane,plasma_membrane
4120,O94842;B4DJ39;A0A669KB71,TOX4,nucleus,nucleus,nucleus
4121,O94855;B3KM89;A8K6V0,SEC24D,ERGIC,ERGIC,ERGIC
4122,O94864,SUPT7L,ER,ER,ER
4123,O94868;E9PG19;A0A024R5H2;E7ENZ2;B4DK38,FCHSD2,actin_cytoskeleton,plasma_membrane,plasma_membrane
4124,O94874,UFL1,ER,ER,ER
4125,O94876;E9PC87;Q6N039,TMCC1,ER,ER,ER
4126,O94888;C9JAT7;B4E126,UBXN7,unclassified,unclassified,unclassified
4127,O94898,LRIG2,ER,ER,ER
4128,O94906,PRPF6,nucleus,nucleus,nucleus
4129,O94910,ADGRL1,plasma_membrane,plasma_membrane,plasma_membrane
4130,O94913;E9PKN0,PCF11,nucleus,nucleus,nucleus
4131,O94915;F2Z2S2;A0A6E1XQM6,FRYL,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
4132,O94916;A0A024R734,NFAT5,cytosol,cytosol,cytosol
4133,O94919,ENDOD1,ER,ER,ER
4134,O94923;H0YNP1,GLCE,Golgi,Golgi,Golgi
4135,O94927,HAUS5,unclassified,unclassified,unclassified
4136,Q53GQ5;O94941;Q53HL0,UBOX5,unclassified,unclassified,unclassified
4137,O94955,RHOBTB3,plasma_membrane,plasma_membrane,plasma_membrane
4138,O94964;F2FB34;B3KYA9;H0YDM2;X6R3R3,SOGA1,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
4139,O94967;A0A0A0MRE6;B4DHA1,WDR47,cytosol,cytosol,cytosol
4140,O94972,TRIM37,cytosol,cytosol,cytosol
4141,O94973;A0A0G2JS82;B7Z5S9;B7Z1Q4,AP2A2,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
4142,O94986;B4E1E7,CEP152,centrosome,centrosome,centrosome
4143,Q4QQH1;O94991,SLITRK5,recycling_endosome,plasma_membrane,plasma_membrane
4144,O95057;K7EN06,DIRAS1,unclassified,plasma_membrane,plasma_membrane
4145,O95059,RPP14,nucleus,cytosol,cytosol
4146,Q53HG9;O95067;Q7Z4Z4;Q5U0M0;H1UBN3;H0YMP3,CCNB2,ER,ER,ER
4147,O95071;E7EMW7,UBR5,unclassified,unclassified,unclassified
4148,Q0P607;O95104,SCAF4,nucleus,nucleus,nucleus
4149,O95139;A0A087WZX2,NDUFB6,mitochondrion,mitochondrion,mitochondrion
4150,O95140;A0A6Q8PFJ4;A0A6Q8PGV8;A0A6Q8PGA3;A0A6Q8PGS9;B7Z3H8;A6NLD2,MFN2,mitochondrion,mitochondrion,mitochondrion
4151,Q6FI36;O95147,DUSP14,nucleus,nucleus,nucleus
4152,O95155,UBE4B,cytosol,cytosol,cytosol
4153,Q4LE38;O95163;A0A6Q8PHF4;B4E3I9;A0A6Q8PGW3;A0A6Q8PHC9;A0A6Q8PF66;A0A6Q8PFH9;F5H2T0;Q68DI5;B3KXE7,ELP1,actin_cytoskeleton,cytosol,cytosol
4154,Q6FGG4;O95167;S4R3I5,NDUFA3,mitochondrion,mitochondrion,mitochondrion
4155,O95168;C9JXQ9;F2Z3P9,NDUFB4,mitochondrion,mitochondrion,mitochondrion
4156,O95169;E9PQ68,NDUFB8,mitochondrion,mitochondrion,mitochondrion
4157,Q6FG42;Q32Q14;O95182;Q6IB89,NDUFA7,mitochondrion,mitochondrion,mitochondrion
4158,O95196;B7Z2E0,CSPG5,plasma_membrane,plasma_membrane,plasma_membrane
4159,O95202;D3DVQ1,LETM1,mitochondrion,mitochondrion,mitochondrion
4160,O95210;B3KMK8;B4DK68,STBD1,ER,ER,ER
4161,O95218,ZRANB2,cytosol,unclassified,cytosol
4162,O95219,SNX4,trans-Golgi,trans-Golgi,trans-Golgi
4163,O95232;A8K3C5;J3KPP4;Q86Y74;Q6PKC2;B4DJ96,LUC7L3,nucleus,unclassified,nucleus
4164,O95235,KIF20A,nucleus,nucleus,nucleus
4165,O95239,KIF4A,nucleus,nucleus,nucleus
4166,O95243,MBD4,nucleus,nucleus,nucleus
4167,O95248,SBF1,unclassified,unclassified,unclassified
4168,O95251;E7EUP3;B7Z4D9;B3KVJ2,KAT7,nucleus,nucleus,nucleus
4169,O95260,ATE1,cytosol,cytosol,cytosol
4170,O95273;H3BR23,CCNDBP1,unclassified,unclassified,unclassified
4171,Q53XM7;O95292,VAPB,ER,ER,ER
4172,O95295,SNAPIN,lysosome,lysosome,lysosome
4173,O95340;Q5TB52;B4DWB5,PAPSS2,cytosol,cytosol,cytosol
4174,O95359;E7EMZ9;E9PBC6;B7ZMJ9;Q4VXL8;D6RAA5;Q4VXL4,TACC2,unclassified,unclassified,unclassified
4175,O95363;A0A3B3ITR6,FARS2,mitochondrion,mitochondrion,mitochondrion
4176,O95365,ZBTB7A,nucleus,nucleus,nucleus
4177,O95373;B3KQG6,IPO7,cytosol,cytosol,cytosol
4178,Q6IBL8;O95376;Q53ET9;B3KMG5;Q59HA2,ARIH2,cytosol,cytosol,cytosol
4179,O95382;Q32MQ5,MAP3K6,cytosol,cytosol,cytosol
4180,O95391;B2RBA0,SLU7,nucleolus,nucleolus,nucleolus
4181,O95394;H0Y987;B3KN28;A0A494C0G1;A0A494C1E2;A0A087WT27;J3KN95;A0A494C1Q4;A0A494C099,PGM3,unclassified,cytosol,cytosol
4182,O95396,MOCS3,cytosol,cytosol,cytosol
4183,O95405;Q59GI4,ZFYVE9,early_endosome,early_endosome,early_endosome
4184,O95415,BRI3,lysosome,lysosome,lysosome
4185,O95425;A0A6I8PIX7,SVIL,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
4186,O95429;B2RA34,BAG4,cytosol,cytosol,cytosol
4187,O95433;G3V438;H0YJG7,AHSA1,cytosol,cytosol,cytosol
4188,O95455,TGDS,cytosol,cytosol,cytosol
4189,O95470,SGPL1,ER,ER,ER
4190,Q5J7U2;O95478;A0A0A0MQZ6,NSA2,nucleolus,nucleolus,nucleolus
4191,O95479,H6PD,ER,ER,ER
4192,O95486,SEC24A,ERGIC,ERGIC,ERGIC
4193,O95487;B4E2E1;B4DTM6,SEC24B,Golgi,Golgi,Golgi
4194,O95503;B0QXZ6,CBX6,unclassified,unclassified,unclassified
4195,Q5TIH2;O95562,SFT2D2,plasma_membrane,plasma_membrane,plasma_membrane
4196,O95602;B9ZVN9,POLR1A,nucleolus,nucleolus,nucleolus
4197,O95613,PCNT,centrosome,centrosome,centrosome
4198,O95619;F8W0J4;F8W1B9,YEATS4,nucleus,nucleus,nucleus
4199,O95625;Q59H97,ZBTB11,unclassified,unclassified,unclassified
4200,O95631,NTN1,ER,ER,ER
4201,O95639;C9K0K2;H7C419;H7C016,CPSF4,unclassified,unclassified,unclassified
4202,O95644;A8K9C6;K7ER53,NFATC1,nucleus,nucleus,nucleus
4203,O95671;B4DRF1;B4DN81,ASMTL,cytosol,cytosol,cytosol
4204,O95684;A0A087WV25;B4DH64,CEP43,centrosome,centrosome,centrosome
4205,Q86X09;O95685,PPP1R3D,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
4206,O95707;K7ERD7;A8MYC1,POP4,translation,translation,translation
4207,O95714,HERC2,ER,ER,ER
4208,O95721;C9JAF7,SNAP29,early_endosome,early_endosome,early_endosome
4209,O95747,OXSR1,cytosol,cytosol,cytosol
4210,O95782;Q8N9K4,AP2A1,actin_cytoskeleton,actin_cytoskeleton,actin_cytoskeleton
4211,O95789;B4DWC0;Q7L9K1;A4Z946,ZMYM6,unclassified,unclassified,unclassified
4212,O95801,TTC4,cytosol,cytosol,cytosol
4213,O95817;Q53GY1,BAG3,cytosol,cytosol,cytosol
4214,O95822,MLYCD,mitochondrion,mitochondrion,mitochondrion
4215,O95825;A6NND8;A6NHJ8;A6NMA8;H7C3I5,CRYZL1,early_endosome,early_endosome,early_endosome
4216,O95831;A0A6Q8PG15;A0A6Q8PFM5;A0A7I2PK44;A0A6Q8PFE1;A0A6Q8PFQ8;A0A6Q8PFS4;A0A6Q8PFA7;A0A6Q8PFW2,AIFM1,mitochondrion,mitochondrion,mitochondrion
4217,O95834;K7EIK7;A0A0C4DGQ7;B7Z918,EML2,cytosol,cytosol,cytosol
4218,O95835;Q59FN4,LATS1,14-3-3_scaffold,14-3-3_scaffold,14-3-3_scaffold
4219,V9HWF9;O95861,BPNT1,mitochondrion,cytosol,cytosol
4220,O95864,FADS2,ER,ER,ER
